     njet  bjet  ht_low      ht_high  mht_bin  mht_low    mht_high           bkg       bkg_err        bkgTtw    bkgTtw_err       bkgZinv   bkgZinv_err        bkgQcd    bkgQcd_err      data  data_err_up  data_err_down
109  eq4j  eq0b  1200.0          inf        2      600  900.000000  2.537166e+01  2.221321e+00  4.294203e+00  6.130604e-01  2.107746e+01  2.254932e+00  1.399267e-07  1.312848e-07      28.0     5.822300       5.183100
110  eq4j  eq0b  1200.0          inf        3      900         inf  1.585436e+01  1.742408e+00  2.001009e+00  3.757965e-01  1.385335e+01  1.689048e+00  9.999851e-13  9.369111e-13      15.0     4.324900       3.681300
111  eq4j  eq1b   400.0   600.000000        0      200  400.000000  1.504200e+03  2.940638e+01  1.081446e+03  5.718508e+01  4.199462e+02  4.950793e+01  2.807101e+00  2.552253e+00    1497.0    38.691084      38.691084
112  eq4j  eq1b   400.0   600.000000        1      400         inf  1.218856e+02  5.782867e+00  6.259168e+01  6.319615e+00  5.908173e+01  7.846600e+00  2.121518e-01  2.050401e-01     109.0    10.440307      10.440307
113  eq4j  eq1b   600.0   900.000000        0      200  400.000000  1.986595e+02  7.988763e+00  1.108705e+02  8.405501e+00  8.712379e+01  1.062744e+01  6.651660e-01  7.049854e-01     184.0    13.564660      13.564660
114  eq4j  eq1b   600.0   900.000000        1      400  600.000000  1.142207e+02  5.468388e+00  4.756658e+01  4.738355e+00  6.631189e+01  7.799910e+00  3.422656e-01  3.456472e-01     106.0    10.295630      10.295630
115  eq4j  eq1b   600.0   900.000000        2      600         inf  2.064254e+01  1.605832e+00  5.699159e+00  7.782483e-01  1.488493e+01  2.327474e+00  5.845525e-02  5.533524e-02      19.0     4.824700       4.180600
116  eq4j  eq1b   900.0  1200.000000        0      200  400.000000  4.629362e+01  3.694074e+00  2.525411e+01  3.608945e+00  2.103951e+01  5.177585e+00  1.348980e-07  1.691329e-07      60.0     7.745967       7.745967
117  eq4j  eq1b   900.0  1200.000000        1      400  600.000000  2.445798e+01  2.316860e+00  1.011595e+01  1.479080e+00  1.434203e+01  3.326071e+00  2.000247e-12  1.859457e-12      19.0     4.824700       4.180600
118  eq4j  eq1b   900.0  1200.000000        2      600  900.000000  1.127392e+01  1.407623e+00  3.147536e+00  5.413065e-01  8.126384e+00  2.064470e+00  2.000247e-12  1.859457e-12      11.0     3.819400       3.193600
119  eq4j  eq1b   900.0  1200.000000        3      900         inf  1.422336e+00  3.358216e-01  2.733330e-01  7.121900e-02  1.149003e+00  4.395387e-01  2.000247e-12  1.859457e-12       1.0     1.750500       0.632100
120  eq4j  eq1b  1200.0          inf        0      200  400.000000  5.280211e+00  7.617572e-01  2.148962e+00  3.589349e-01  3.131250e+00  7.662820e-01  9.999686e-13  9.353439e-13       7.0     3.300600       2.749600
121  eq4j  eq1b  1200.0          inf        1      400  600.000000  1.235433e+01  1.520978e+00  4.753677e+00  7.248127e-01  7.600656e+00  1.391506e+00  9.999674e-13  9.374758e-13      11.0     3.819400       3.193600
122  eq4j  eq1b  1200.0          inf        2      600  900.000000  6.415493e+00  9.365674e-01  1.477795e+00  2.386015e-01  4.937698e+00  9.121465e-01  1.000047e-12  9.385844e-13       7.0     3.300600       2.749600
123  eq4j  eq1b  1200.0          inf        3      900         inf  4.529303e+00  8.228322e-01  5.527700e-01  1.096093e-01  3.976532e+00  8.101736e-01  1.000017e-12  9.383293e-13       4.0     2.776400       1.664100
